,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
2151,810693,ja,劇場版 呪術廻戦 0,39.505,2021-12-24,0.0,0,"['Animation', 'Action', 'Adventure', 'Mystery']","Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",0,0,"The origin of ""Jujutsu Kaisen"" – A story of love and curse"
2152,146198,en,Triple 9,29.828,2016-02-19,5.9,1705,"['Action', 'Thriller', 'Mystery']",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,12639297,115,The Code on the Street is Never Black & White
2153,592834,en,My Spy,24.597,2020-01-09,7.0,842,"['Family', 'Action', 'Comedy']","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",4418501,99,Almost Totally in Control
2154,497582,en,Enola Holmes,38.313,2020-09-23,7.4,4046,"['Mystery', 'Crime', 'Adventure']","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",0,123,Mystery runs in the family.
2155,541568,en,Sex School: Final Exams,30.909,2018-08-01,5.6,11,[],"We’ve come to the end of another sexy semester at Camella Swales U, and it’s time for these ladies to cram for the final exam.  Join us on a candid campus tour and visit the voluptuous valedictorians, hot and horny honor students, and unabashed undergrads who make up our student body.  Headmistress Jackie presents her Dean’s list, featuring only those ladies with the highest GPA (Girly Poontang Appreciation) score.  And believe us, she grades on a curve.  So catch all the action as these dynamos in d-cups spread more than their wings and sexplore new horizons as they go all the way down on higher education.",0,101,
2156,458723,en,Us,35.133,2019-03-14,7.0,5418,"['Thriller', 'Horror', 'Mystery']","Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",255105930,116,Watch yourself
2157,318256,en,Hot Girls Wanted,37.819,2015-05-29,5.9,451,['Documentary'],A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.,0,84,"Porn, the internet and the girl next door."
2158,1830,en,Lord of War,32.514,2005-09-16,7.3,3472,"['Crime', 'Drama', 'Thriller']","Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",72617068,122,"Where there's a will, there's a weapon"
2159,39324,ja,ドラゴンボールZ・絶望への反抗!!残された超戦士・悟飯とトランクス,32.312,1993-02-24,7.5,378,"['Animation', 'Action', 'Science Fiction']",It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,0,48,
2160,332567,en,The Shallows,33.818,2016-06-24,6.4,4237,"['Horror', 'Drama', 'Thriller']","When Nancy is surfing on a secluded beach, she finds herself on the feeding ground of a great white shark. Though she is stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of Nancy's ingenuity, resourcefulness, and fortitude.",119100758,86,What was once in the deep is now in the shallows.
2161,9335,en,Transporter 2,36.309,2005-08-03,6.3,2720,"['Action', 'Thriller', 'Crime']","Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",89083229,87,The Best In The Business Is Back In The Game.
2162,508,en,Love Actually,30.298,2003-09-07,7.1,5188,"['Comedy', 'Romance', 'Drama']","'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.",244931766,135,Love actually is all around.
2163,295693,en,The Boss Baby,32.901,2017-03-23,6.5,5981,"['Animation', 'Comedy', 'Family']","A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",498814908,97,Born leader
2164,161326,en,Dangerous Worry Dolls,29.211,2008-01-22,3.8,14,"['Horror', 'Science Fiction']",While serving time in a brutal women's detention center. Eva wishes away her troubles to a set of tiny Worry Dolls. The dolls crawl in her ear at night and soon Eva becomes possessed.,0,75,
2165,447185,ja,斉木楠雄のΨ難,30.835,2017-10-21,6.2,18,['Comedy'],"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss. Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendō and the delusional Shun Kaidō. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.",0,97,
2166,214553,ja,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい!～,38.379,2013-09-14,7.0,53,"['Comedy', 'Animation', 'Drama', 'Romance']","Summary of the first season of the show, as seen from Rikka's perspective with new elements.",0,97,
2167,24615,en,Aloha Scooby-Doo!,30.533,2005-01-01,7.1,312,"['Mystery', 'Family', 'Animation', 'Adventure', 'Comedy']","The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",0,74,
2168,8961,en,Bad Boys II,36.882,2003-07-18,6.6,4217,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",273339556,147,"If you can't stand the heat, get out of Miami."
2169,8078,en,Alien Resurrection,33.127,1997-11-12,6.1,3581,"['Science Fiction', 'Horror', 'Action']","Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",162000000,109,It's already too late.
2170,1735,en,The Mummy: Tomb of the Dragon Emperor,35.475,2008-07-01,5.4,3523,"['Adventure', 'Action', 'Fantasy']","Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",403449830,112,A New Evil Awakens.
2171,10096,en,13 Going on 30,34.173,2004-04-13,6.7,4024,"['Comedy', 'Fantasy', 'Romance']","After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",96455697,98,"For some, 13 feels like it was just yesterday. For Jenna, it was."
2172,748224,en,Reaptown,32.054,2020-09-28,4.7,8,"['Horror', 'Thriller', 'Mystery']","In this supernatural horror film, Carrie Baldwin is freed from prison under the conditions of a work-release program in Reaptown, Nevada. As she struggles to find her missing sister while working the night shift as a security guard for the Reaptown Railway Museum, Carrie soon finds herself in the presence of evil. Could the Railway hold the clues to her sister's mysterious disappearance?",0,77,Reaptown
2173,283727,ja,アオハライド,32.125,2014-12-13,6.7,45,"['Romance', 'Drama']","When she was a middle school student, Futaba Yoshioka liked Kou Tanaka who was unlike the other boys and quite gentle. Kou Tanaka then moved away and they lost contact.  At the end of Futaba Yoshioka's first year as a high school student she meets Kou Tanaka again. Kou Tanaka’s name has changed to Kou Mabuchi and his personality seems different from his middle school days.",0,122,
2174,1585,en,It's a Wonderful Life,37.018,1946-12-20,8.3,3086,"['Drama', 'Family', 'Fantasy']","A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",9644124,130,It's a wonderful laugh! It's a wonderful love!
2175,40662,en,Batman: Under the Red Hood,33.02,2010-07-27,7.8,1167,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']","One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",6629178,75,Dare to Look Beneath the Hood.
2176,603603,en,American Traitor: The Trial of Axis Sally,31.509,2021-05-28,5.7,21,"['Drama', 'History']","The life of American woman Mildred Gillars and her lawyer, who struggles to redeem her reputation. Dubbed “Axis Sally” for broadcasting Nazi propaganda to American troops during World War II, Mildred’s story exposes the dark underbelly of the Third Reich's hate-filled propaganda machine, her eventual capture in Berlin, and subsequent trial for treason against the United States after the war.",0,107,In the darkest war her voice was the most powerful weapon.
2177,241554,en,Run All Night,27.679,2015-03-11,6.4,2300,"['Action', 'Drama', 'Thriller', 'Crime']","Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",71561644,114,No sin goes unpunished
2178,110420,ja,おおかみこどもの雨と雪,36.517,2012-07-21,8.3,1648,"['Animation', 'Drama', 'Family', 'Fantasy']","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",55060661,117,Love wildly
2179,1265,en,Bridge to Terabithia,49.087,2007-02-15,7.3,3642,"['Adventure', 'Drama', 'Family']","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",137587063,96,"Close your eyes, but keep your mind wide open."
2180,698940,ja,Naruto x UT,31.531,2011-01-01,7.9,9,['Animation'],"Naruto x UT is the eighth Naruto OVA. Approximately 200,000 copies of this OVA were distributed by Uniqlo to promote a line of Naruto-themed shirts designed by Masashi Kishimoto in conjunction with Studio Pierrot. It shows the aftermath between a fight between Naruto and Sasuke and shows clips of their times together and the story so far.",0,6,
2181,222724,en,Crystal Lake Memories: The Complete History of Friday the 13th,34.111,2013-09-13,7.9,70,['Documentary'],"Taking inspiration from Peter M. Bracke's definitive book of the same name, this seven-hour documentary dives into the making of all twelve Friday the 13th films, with all-new interviews from the cast and the crew.",0,400,
2182,666750,en,Dragonheart: Vengeance,32.732,2020-02-04,7.0,247,"['Fantasy', 'Action', 'Adventure']","Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",0,97,
2183,743227,en,Wish Upon a Unicorn,33.876,2020-09-15,7.2,36,"['Adventure', 'Family', 'Fantasy']","Two children discover that their mother is gone. The youngest of the pair, adventurer and upcomming singer, Long Johnson forces his older sister, Lily Johnson, to hunt down a unicorn with magical blood.",0,93,
2184,1367,en,Rocky II,32.752,1979-06-15,7.2,3178,['Drama'],"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",85182160,119,Once he fought for a dream. Now he's fighting for love!
2185,537061,en,Steven Universe: The Movie,32.019,2019-09-02,8.4,610,"['Animation', 'Family', 'Fantasy', 'Music', 'TV Movie', 'Science Fiction']","Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",0,82,The true kinda love.
2186,11238,en,Aladdin and the King of Thieves,27.741,1996-05-20,6.3,1507,"['Adventure', 'Animation', 'Family']","Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",0,81,The Spectacular Adventure Continues!
2187,607,en,Men in Black,34.64,1997-07-02,7.2,11121,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",589390539,98,Protecting the Earth from the scum of the universe.
2188,38745,en,Gulliver's Travels,27.991,2010-12-25,5.2,1871,"['Family', 'Comedy', 'Adventure', 'Fantasy']","Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",237382724,85,Something big is going down.
2189,253155,en,We Come as Friends,30.38,2014-01-18,6.7,13,['Documentary'],"As war-ravaged South Sudan claims independence from North Sudan and its brutal President, Omar al-Bashir, a tiny, homemade prop plane wings in from France. It is piloted by eagle-eyed documentarian Hubert Sauper, who is mining for stories in a land trapped in the past but careening toward an apocalyptic future.",0,110,
2190,4552,ko,"장화, 홍련",26.483,2003-06-13,7.1,791,"['Drama', 'Horror', 'Mystery']","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",0,115,Our sorrow was conceived long before our birth.
2191,9728,en,Friday the 13th Part III,32.129,1982-08-13,5.8,936,['Horror'],"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason who stalks them at every turn.",36690067,95,A new dimension in terror...
2192,14444,en,The Rugrats Movie,37.727,1998-11-20,6.1,439,"['Family', 'Animation', 'Comedy', 'Adventure']","Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Phil and Lil to return his baby brother to the hospital. But on the journey, they get lost in the woods.",100491683,79,An adventure for anyone who's ever worn diapers.
2193,8698,en,The League of Extraordinary Gentlemen,28.877,2003-07-11,5.9,3177,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']","To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",179265204,110,The power of seven become a league of one.
2194,16353,th,Ong Bak 2,34.729,2008-12-04,6.4,469,"['Adventure', 'Action', 'Thriller']",Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,8936663,98,Warrior. Conqueror. Legend.
2195,581032,en,News of the World,29.383,2020-12-25,7.0,1180,"['Adventure', 'Western']","A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",0,118,Find where you belong.
2196,11587,en,The Exorcist III,25.675,1990-08-17,6.2,462,"['Horror', 'Mystery']","Set fifteen years after the original film, The Exorcist III centers around the philosophical Lieutenant William F. Kinderman who is investigating a baffling series of murders around Georgetown that all contain the hallmarks of The Gemini, a deceased serial killer. It eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak, claiming he is The Gemini and detailing the murders, but bears a striking resemblance to Father Damien Karras.",0,110,Do you dare walk these steps again?
2197,122906,en,About Time,29.479,2013-09-04,7.9,6521,"['Drama', 'Romance', 'Fantasy']","The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",87100449,123,What if every moment in life came with a second chance?
2198,38356,en,Transformers: Dark of the Moon,32.919,2011-06-28,6.1,6613,"['Action', 'Science Fiction', 'Adventure']","The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",1123794079,154,The invasion we always feared. An enemy we never expected.
2199,9021,en,The Santa Clause 2,25.722,2002-10-31,5.8,946,"['Fantasy', 'Comedy', 'Family']","Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",172842355,104,What's Christmas Fun without some Reindeer Games?
2200,515001,en,Jojo Rabbit,33.544,2019-10-18,8.1,6695,"['Comedy', 'War', 'Drama']","A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",82468705,108,An anti-hate satire.
2201,11675,en,Halloween H20: 20 Years Later,28.87,1998-08-05,6.0,1149,"['Horror', 'Thriller']","Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",55041738,86,Blood is thicker than Water.
2202,264660,en,Ex Machina,33.023,2015-01-16,7.6,10679,"['Drama', 'Science Fiction']","Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",36869414,108,There is nothing more human than the will to survive
2203,38057,zh,宝葫芦的秘密,37.398,2007-06-29,7.3,81,"['Drama', 'Family', 'Fantasy']","The Secret of the Magic Gourd follows the wondrous adventures of a young schoolboy named Wang Bao. When Wang Bao discovers a magical gourd that can instantly grant his every wish, the awkward child suddenly becomes a hero amongst his curious classmates. When the gourd proves more of a burden than a blessing and the boy decides to get rid of it, he quickly discovers that's easier said than done.",0,85,
2204,98357,en,Broken City,29.716,2013-01-18,5.9,1147,"['Thriller', 'Crime', 'Drama']","In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",34737199,109,Proof Can Be a Powerful Weapon.
2205,417261,en,Forever My Girl,34.373,2018-01-26,7.6,920,"['Romance', 'Drama', 'Music']","After being gone for a decade, a country star returns home to the love he left behind.",16367326,104,Find your way back home
2206,749645,en,The Beta Test,30.294,2021-10-15,5.8,12,"['Comedy', 'Mystery', 'Thriller', 'Horror']","An engaged Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.",0,93,Embrace Temptation.
2207,59860,en,Monte Carlo,30.961,2011-07-01,6.6,1784,"['Adventure', 'Comedy', 'Romance']",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,39782683,109,She's having the time of someone else's life.
2208,694256,it,Sulla stessa onda,33.037,2021-03-25,6.8,171,"['Drama', 'Romance']",A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.,0,99,
2209,342588,ja,屍者の帝国,38.378,2015-10-02,6.1,64,"['Animation', 'Mystery', 'Horror', 'Science Fiction']","The story of The Empire of Corpses takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent- However, Watson lives in a world where ""Frankensteins""- human corpses that are re-purposed with a false soul in order to use them as laborers- are used to improve industrial development.",0,120,The dead will inherit the Earth
2210,321258,en,The Boy,33.906,2016-01-22,5.9,3084,"['Horror', 'Thriller', 'Mystery']","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",64188367,97,Every child needs to feel loved.
2211,277547,en,Playing It Cool,27.933,2014-09-26,5.9,607,"['Comedy', 'Romance']",A young man meets and instantly falls in love with an engaged woman.,1323415,94,Love... it's a balancing act
2212,730629,en,John Wick: Chapter 5,36.444,,0.0,0,"['Action', 'Crime']","The fifth instalment in the John Wick franchise, confirmed to be in development.",0,0,
2213,745,en,The Sixth Sense,31.089,1999-08-06,7.9,9004,"['Mystery', 'Thriller', 'Drama']","Following an unexpected tragedy, a child psychologist named Malcolm Crowe meets an nine year old boy named Cole Sear, who is hiding a dark secret.",672806292,107,Not every gift is a blessing.
2214,60935,en,The Thing,31.841,2011-10-12,6.2,2160,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']","When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",31505287,103,It's Not Human. Yet.
2215,137227,ja,映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,29.62,2011-03-05,7.8,31,"['Animation', 'Adventure', 'Family']","The title character, Nobita, is upset because he cannot get a large RC toy to show off to a rich boy, Suneo. His fit makes Doraemon angry, and with the hot Japanese summer, he decides to ""cool off"" at the North Pole with the Anywhere Door, a mysterious portal.  Nobita follows him there after he's gone for a long time, and discovers a strange bowling ball-like orb which starts blinking with a pulsating light, and summons what looks like a giant robot´s foot. After sledding down the hill on it and having it crash into his room through the Anywhere Door, the bowling ball follows him home through the door and another robot piece falls into his backyard.",0,108,
2216,57737,en,Barbie: A Fairy Secret,35.687,2011-03-01,6.7,366,"['Animation', 'Family', 'Fantasy']","Get ready for Barbie: A Fairy Secret, an amazing adventure with Barbie where she discovers there are fairies living secretly all around us! When Ken is suddenly whisked away by a group of fairies, Barbie's two fashion stylist friends reveal they are actually fairies and that Ken has been taken to a magical secret fairy world not far away! Barbie and her rival Raquelle take off with the fairy friends on an action-packed journey to bring him back. Along the way they must stick together and learn that the real magic lies not just in the fairy world itself, but in the power of friendship.",0,72,
2217,693113,en,Midnight in the Switchgrass,28.105,2021-07-23,6.5,173,"['Crime', 'Mystery', 'Thriller', 'Action']","FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a Texas Ranger to put an end to the infamous 'Truck Stop Killer'.",0,99,Can they stop a serial killer who can't stop himself?
2218,207932,en,Inferno,29.838,2016-10-13,6.0,5279,"['Mystery', 'Thriller', 'Drama', 'Action']","After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",220021259,121,His greatest challenge. Humanity's last hope.
2219,399035,en,The Commuter,31.339,2018-01-11,6.3,3546,"['Action', 'Thriller']","A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",119942387,104,Lives are on the line
2220,274870,en,Passengers,27.114,2016-12-21,6.9,10918,"['Drama', 'Romance', 'Science Fiction']","A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",303144152,116,There is a reason they woke up.
2221,301337,en,Downsizing,34.086,2017-12-22,5.3,2914,"['Comedy', 'Drama', 'Science Fiction']",A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,55003890,135,We are meant for something bigger.
2222,473033,en,Uncut Gems,30.095,2019-08-30,7.1,3281,"['Crime', 'Drama', 'Thriller']","A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",50020902,136,This is how I win.
2223,412383,ja,劇場版 艦これ,29.07,2016-11-26,4.8,13,"['Action', 'Animation', 'Science Fiction', 'TV Movie', 'War']","The movie starts off after the events of Episode 3, when Kisaragi had sunk. The Mikawa Fleet (Furutaka, Aoba, Kako, Kinugasa and Tenryuu) are in the middle of Night Battle. Choukai uses Searchlight and gets medium damage, but they win in the end. A New Fleet Girl gets ""dropped"", emerging from the sea. It is Kisaragi. Kisaragi is brought back to the temporary base in Solomon Islands, but she is suffering from PTSD and has amnesia, unable to remember anyone from back in the anime, excluding Mutsuki...",0,93,
2224,111332,en,Avatar: Creating the World of Pandora,32.84,2010-02-07,6.4,14,['Documentary'],The Making-of James Cameron's Avatar. It shows interesting parts of the work on the set.,0,23,
2225,277,en,Underworld,35.375,2003-09-19,6.8,5016,"['Fantasy', 'Action', 'Thriller']","Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",95708457,122,An immortal battle for supremacy.
2226,57089,en,Hoodwinked Too! Hood VS. Evil,27.169,2011-04-29,5.2,419,"['Comedy', 'Animation', 'Family']","Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",13521829,86,Not All Fairy Tales Go By the Book.
2227,73499,en,The Double,32.42,2011-10-27,5.8,495,"['Action', 'Drama', 'Crime']","The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",3696232,98,Keep your enemies close
2228,345009,en,Mine,31.174,2016-10-06,6.6,1043,['Thriller'],"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",1600000,133,Stand Your Ground
2229,18925,en,Facing the Giants,30.916,2006-09-29,7.5,285,['Drama'],A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,10178331,111,Never give up. Never back down. Never lose faith.
2230,586097,en,Robert Reborn,30.663,2019-06-04,4.1,16,['Horror'],"In 1951 USSR, as the Cold War intensifies, infamous dictator Joseph Stalin is suffering with illness and his death is imminent. Meanwhile, KGB agent Stoichkov discovers a mysterious stage show in the Baltic region featuring three creepy dolls - Robert, Kalashnikov and Miss Cyclops. Spellbound by the lifelike animation displayed by the dolls on stage, Stoichkov investigates the show's host and discovers he is a German Toymaker who owns a mystical book which holds the key to eternal life. Believing the Toymaker and his book will help Stalin escape death, Stoichkov kidnaps him and they board a plane to Moscow. But the Toymaker's living creations have followed them. When the plane is in mid air all hell breaks loose as Stoichkov and his team of KGB agents realize the three dolls are on board and will stop at nothing to rescue their puppet master. Fasten your seat belt and prepare for blood soaked toy terror at 30,000 feet.",0,85,Nothing this evil ever dies
2231,180948,en,Vehicle 19,37.416,2013-03-07,5.3,415,"['Thriller', 'Action']","A parolee becomes the target of a massive police manhunt after inadvertently picking up a rental car with a female whistleblower tied up in the trunk. Now, as the police attempt to silence the woman before she can testify about the city's rampant corruption, the ex-con who just regained his freedom must defend her life, and clear his own name.",0,85,Wrong place. Wrong time. Wrong car.
